Brand,Age,Income,Gender,Category,Quantity,Price,Cost,Revenue,Profit,ProfitMargin,Review,Cluster,ReviewCluster
Matalan,57,Medium,Female,Clothing,3,134.28142220187874,65.54647364122901,402.8442666056362,206.20484568194917,51.18723605512129,Amazing product highly recommend,3,0
Matalan,49,Low,Female,Home Decor,4,380.60379209561444,230.6923602931271,1522.4151683824578,599.6457272099493,39.387792480224924,Bad experience will not buy again,1,1
IKEA,51,Low,Male,Kitchen,5,50.01696517144717,22.054822430299257,250.08482585723584,139.81071370573954,55.90531661667162,Amazing product highly recommend,0,0
Matalan,45,Medium,Female,Furniture,1,462.900664689384,324.3583448007586,462.900664689384,138.5423198886254,29.929168492680862,Poor quality and expensive,1,0
IKEA,48,Low,Female,Kitchen,4,169.65349577753753,129.35967213619594,678.6139831101501,161.17529456536636,23.750659222594443,Good value for money,1,2
Matalan,25,Medium,Female,Home Decor,8,72.60957986709532,50.636038202590214,580.8766389367626,175.78833331604085,30.26259304175222,Good value for money,1,2
Matalan,56,Low,Female,Furniture,7,226.7596012201852,139.03329909626325,1587.3172085412964,614.0841148674536,38.68691850394422,Amazing product highly recommend,2,0
Matalan,43,Medium,Male,Furniture,9,30.810255535701245,22.93106042254887,277.2922998213112,70.91275601837134,25.573287128444584,Poor quality and expensive,3,0
IKEA,51,Low,Male,Clothing,5,345.4668351898335,234.21523542727908,1727.3341759491675,556.257998812772,32.203264808739696,Great quality and affordable,0,0
Matalan,20,High,Male,Furniture,4,452.3257001182245,182.83929758701592,1809.302800472898,1077.9456101248343,59.577955101992394,Bad experience will not buy again,3,1
IKEA,67,High,Female,Furniture,8,420.2588734978693,234.35150286379405,3362.070987982954,1487.2589650726018,44.23639388901988,Poor quality and expensive,2,0
Matalan,29,High,Female,Kitchen,9,72.41104198946172,53.611742283367896,651.6993779051555,169.19369735484446,25.961924023727995,Bad experience will not buy again,3,1
IKEA,18,Medium,Male,Home Decor,7,71.87285718278861,38.692288594979,503.11000027952025,232.26398011466728,46.165645680989236,Good value for money,0,2
Matalan,61,Low,Male,Clothing,7,408.5828963388894,169.18848557320976,2860.0802743722256,1675.7608753597574,58.59139305897906,Bad experience will not buy again,2,1
IKEA,22,High,Male,Kitchen,5,462.8845945555268,323.31186160495395,2314.422972777634,697.8636647528645,30.152814457909116,Good value for money,2,2
IKEA,47,Low,Female,Furniture,4,235.72821661840968,169.91650709276172,942.9128664736387,263.2468381025918,27.918469188685265,Poor quality and expensive,1,0
Matalan,47,Low,Female,Furniture,1,254.4958472877453,118.14651031074477,254.4958472877453,136.34933697700052,53.576252198267646,Good value for money,1,2
IKEA,34,Low,Male,Clothing,7,165.94840027900568,102.04767845410309,1161.6388019530398,447.30505277431814,38.50638012627275,Average quality nothing special,0,0
Matalan,65,Medium,Male,Home Decor,1,448.18990794564286,213.68895939152108,448.18990794564286,234.50094855412178,52.32178244017096,Excellent design and comfort,3,0
Matalan,64,High,Male,Clothing,1,326.00242359325443,224.18983493333306,326.00242359325443,101.81258865992137,31.230623238234127,Good value for money,3,2
Matalan,40,Medium,Female,Kitchen,5,151.24327281201056,76.92538095465787,756.2163640600528,371.5894592867635,49.137981792900575,Amazing product highly recommend,1,0
Matalan,32,Medium,Female,Clothing,9,156.40360681658328,82.34431700617442,1407.6324613492495,666.5336082936798,47.3513950974668,Poor quality and expensive,2,0
Matalan,54,Low,Female,Furniture,6,446.68803580116514,329.6505626891584,2680.128214806991,702.2248386720405,26.20116585439593,Average quality nothing special,2,0
Matalan,38,High,Male,Kitchen,3,16.68067171385252,9.85041940039437,50.042015141557556,20.490756940374446,40.947105911723824,Great quality and affordable,3,0
Matalan,31,Medium,Male,Furniture,3,168.13602063605282,112.29834754686895,504.40806190815846,167.5130192675516,33.20982195127009,Bad experience will not buy again,0,1
Matalan,19,Medium,Female,Home Decor,7,281.63477379602085,157.98280676714316,1971.443416572146,865.5637692021437,43.90507797110128,Average quality nothing special,2,0
Matalan,28,Low,Male,Furniture,6,82.62655642866906,42.89993473228769,495.75933857201437,238.35973017828826,48.07972571224978,Not worth the money,0,2
Matalan,68,High,Female,Furniture,9,55.128389557799,35.84399509309851,496.15550602019096,173.55955018230435,34.98087758301354,Average quality nothing special,3,0
Matalan,56,Medium,Male,Clothing,6,409.48540223437436,189.15892729803198,2456.9124134062463,1321.9588496180545,53.80569703684716,Poor quality and expensive,2,0
IKEA,55,Low,Male,Furniture,5,448.25815043776856,246.18334673702495,2241.290752188843,1010.3740185037182,45.080006577325484,Average quality nothing special,0,0
IKEA,51,Low,Male,Kitchen,7,413.56714619111284,200.00719887642148,2894.97002333779,1494.9196312028394,51.6385185045631,Average quality nothing special,2,0
Matalan,55,Medium,Male,Kitchen,1,450.4060659713004,305.51853590148505,450.4060659713004,144.88753006981534,32.16820132237018,Amazing product highly recommend,3,0
Matalan,67,Medium,Female,Home Decor,7,281.02486581860205,218.54841116782202,1967.1740607302145,437.3351825554603,22.2316464661557,Good value for money,2,2
Matalan,51,Low,Male,Kitchen,3,408.0064792852675,325.6725617741159,1224.0194378558026,247.00175253345492,20.179561279365345,Bad experience will not buy again,0,1
Matalan,35,High,Female,Clothing,9,198.1808928116392,114.96686124693237,1783.628035304753,748.9262840823617,41.988927582336366,Excellent design and comfort,2,0
Matalan,47,Low,Female,Home Decor,6,336.47125212472884,168.57618741009958,2018.827512748373,1007.3703882877755,49.89878441454223,Great quality and affordable,2,0
Matalan,32,Medium,Female,Kitchen,9,494.5294103806906,285.40862312644117,4450.764693426216,1882.0870852882454,42.286825184627034,Excellent design and comfort,2,0
Matalan,44,High,Male,Clothing,5,120.60658468117244,89.11714180864348,603.0329234058622,157.4472143626448,26.109223601491045,Average quality nothing special,3,0
Matalan,68,Medium,Female,Kitchen,7,201.05087568262948,96.98739910044456,1407.3561297784063,728.4443360752944,51.75977285791839,Not worth the money,3,2
IKEA,51,Medium,Female,Kitchen,4,245.22321488194194,191.47966858215577,980.8928595277678,214.9741851991447,21.916173933883048,Poor quality and expensive,1,0
Matalan,69,Low,Female,Furniture,7,77.62758863982535,41.66632156405034,543.3931204787774,251.72886953042502,46.325369248073955,Bad experience will not buy again,1,1
IKEA,55,Low,Male,Kitchen,1,49.70891912787782,39.48486140458362,49.70891912787782,10.224057723294202,20.567853621987794,Poor quality and expensive,0,0
Matalan,50,High,Male,Kitchen,7,416.56420449759594,306.35945944711796,2915.949431483172,771.433215353346,26.455644498641504,Amazing product highly recommend,2,0
Matalan,41,Medium,Female,Clothing,8,488.6292426855172,353.4881801775123,3909.033941484138,1081.1285000640396,27.65717863410439,Poor quality and expensive,2,0
IKEA,32,High,Male,Clothing,5,208.31528127653274,109.81587312509548,1041.5764063826637,492.49704075718626,47.28381304906865,Great quality and affordable,0,0
Matalan,47,Low,Female,Furniture,2,52.94841973538011,21.365263695082188,105.89683947076021,63.16631208059584,59.64891152208283,Not worth the money,1,2
IKEA,59,Low,Female,Kitchen,5,42.24776273838248,23.356809281996302,211.23881369191238,94.45476728193087,44.71468364696049,Excellent design and comfort,1,0
Matalan,68,Low,Male,Furniture,6,446.74592111654636,232.63121038724427,2680.475526699278,1284.6882643758122,47.92762521349225,Average quality nothing special,2,0
Matalan,34,Medium,Female,Kitchen,2,237.26898236656316,98.45685128977226,474.53796473312633,277.6242621535818,58.50412038364811,Average quality nothing special,1,0
IKEA,22,Low,Male,Home Decor,6,166.81338511557203,100.44602970925021,1000.8803106934322,398.20413243793087,39.785389739762806,Not worth the money,0,2
Matalan,46,High,Male,Home Decor,6,243.46602290730576,136.636181348972,1460.7961374438346,640.9790493500026,43.878747548690534,Bad experience will not buy again,3,1
IKEA,21,Medium,Female,Furniture,1,165.9690063992502,108.51428514181157,165.9690063992502,57.45472125743862,34.617741290339005,Poor quality and expensive,1,0
Matalan,27,High,Male,Furniture,1,249.6275299007338,161.87709484726568,249.6275299007338,87.75043505346812,35.15254711223667,Bad experience will not buy again,3,1
IKEA,34,Low,Male,Furniture,3,431.18263448978905,193.29859482459958,1293.5479034693672,713.6521189955685,55.1701345641328,Excellent design and comfort,0,0
IKEA,27,High,Female,Clothing,3,300.2276718204269,237.41590527311791,900.6830154612808,188.43529964192703,20.921378154935088,Bad experience will not buy again,1,1
Matalan,34,High,Female,Clothing,4,350.38034867698593,166.350979241347,1401.5213947079437,736.1174777425557,52.52274282234212,Amazing product highly recommend,3,0
Matalan,37,High,Male,Clothing,2,188.68863135482493,109.0827110662126,377.37726270964987,159.21184057722468,42.18903900941181,Not worth the money,3,2
IKEA,41,High,Male,Furniture,9,371.8678804701542,221.35324670686225,3346.8109242313876,1354.6317038696275,40.475298262650604,Excellent design and comfort,2,0
Matalan,22,High,Female,Kitchen,7,336.6423715908924,244.1415039589515,2356.496601136247,647.5060734235867,27.477488111435193,Excellent design and comfort,2,0
Matalan,51,Medium,Male,Home Decor,7,68.58537889850766,30.156431337841955,480.0976522895536,269.0026329246599,56.03081615621412,Good value for money,3,2
Matalan,23,Low,Male,Furniture,6,290.59499802663646,166.06275259894753,1743.5699881598189,747.1934725661338,42.85422883165873,Excellent design and comfort,0,0
IKEA,19,Low,Male,Clothing,3,135.80431319178143,88.46304750410128,407.4129395753443,142.02379706304043,34.859913190551836,Good value for money,0,2
IKEA,30,High,Male,Clothing,6,404.0068781204605,196.37249164914488,2424.041268722763,1245.8063188278938,51.39377513503778,Great quality and affordable,2,0
IKEA,60,Medium,Male,Furniture,8,218.70947714880035,142.3770612862338,1749.6758171904028,610.6593269005323,34.90128404935709,Average quality nothing special,2,0
IKEA,60,High,Male,Furniture,8,497.3952409462787,382.7286941491575,3979.1619275702296,917.3323743769697,23.05340649801388,Good value for money,2,2
IKEA,65,Medium,Male,Clothing,9,55.32521459009226,44.205247701891324,497.92693131083035,100.07970199380844,20.099274753093,Not worth the money,0,2
IKEA,28,Low,Female,Kitchen,1,392.3704527426777,162.041318574009,392.3704527426777,230.32913416866867,58.701956928372965,Bad experience will not buy again,1,1
IKEA,68,Low,Female,Clothing,1,340.1138494356567,168.09626745027202,340.1138494356567,172.01758198538465,50.576470870212894,Good value for money,1,2
IKEA,64,Medium,Female,Clothing,3,386.07442698944567,202.35042756378917,1158.223280968337,551.1719982769694,47.587715368332084,Excellent design and comfort,1,0
IKEA,40,Medium,Female,Furniture,3,160.6895997903236,89.93000525467909,482.0687993709708,212.27878360693353,44.03495598220135,Not worth the money,1,2
Matalan,33,Low,Female,Kitchen,8,251.10669979737628,124.77563805631206,2008.8535983790102,1010.6484939285137,50.30971369660931,Good value for money,2,2
IKEA,48,Medium,Male,Clothing,1,400.2891746646171,192.6972864237285,400.2891746646171,207.5918882408886,51.8604802177875,Good value for money,0,2
Matalan,28,Low,Male,Clothing,2,123.94525249421895,96.90306780479315,247.8905049884379,54.08436937885159,21.817846303299994,Excellent design and comfort,0,0
Matalan,33,Medium,Male,Home Decor,2,120.75626642643952,92.66940232361458,241.51253285287905,56.173728205649894,23.25913588917928,Amazing product highly recommend,0,0
Matalan,25,Low,Male,Furniture,3,280.0149671145169,117.2694282950135,840.0449013435507,488.2366164585102,58.1202999598753,Amazing product highly recommend,0,0
IKEA,21,High,Female,Home Decor,6,266.5461539696293,142.74218471729222,1599.2769238177757,742.8238155140224,46.44747913580606,Good value for money,1,2
IKEA,57,Low,Male,Home Decor,1,148.3086105023371,83.35825181816526,148.3086105023371,64.95035868417185,43.79405785286373,Amazing product highly recommend,0,0
IKEA,21,Medium,Male,Clothing,2,156.05706875716317,77.34279057099506,312.11413751432633,157.4285563723362,50.439418613362264,Poor quality and expensive,0,0
IKEA,42,Low,Female,Furniture,1,146.1441299712171,95.22008494561314,146.1441299712171,50.92404502560396,34.84508412047298,Excellent design and comfort,1,0
Matalan,20,Low,Male,Kitchen,5,388.04091037925895,254.61393531857593,1940.2045518962948,667.1348753034151,34.38477013423036,Poor quality and expensive,0,0
IKEA,49,Low,Male,Clothing,7,329.4314241256057,243.84569731549792,2306.01996887924,599.1000876707546,25.97983086685612,Not worth the money,2,2
IKEA,20,Medium,Female,Kitchen,8,417.88441987102385,290.9928577161802,3343.075358968191,1015.1324972387492,30.365229264591285,Poor quality and expensive,2,0
IKEA,44,Medium,Male,Kitchen,1,487.9817838738707,301.0990735396395,487.9817838738707,186.8827103342312,38.29706692136177,Not worth the money,0,2
IKEA,46,Low,Male,Furniture,7,242.34050517327336,160.29242128016247,1696.3835362129134,574.3365872517761,33.85652919822319,Good value for money,0,2
IKEA,49,Medium,Male,Home Decor,5,42.680001888669935,21.74953744096013,213.4000094433497,104.65232223854905,49.04044873827928,Not worth the money,0,2
Matalan,67,High,Male,Furniture,1,33.565232101897365,21.388520307047468,33.565232101897365,12.176711794849897,36.277752401305676,Not worth the money,3,2
IKEA,68,High,Male,Kitchen,3,154.87586924309338,92.25814623195977,464.62760772928016,187.85316903340083,40.43090981000322,Bad experience will not buy again,3,1
Matalan,36,Low,Female,Clothing,7,466.94684878270095,211.6846510394752,3268.627941478907,1786.8353842025806,54.66622130734519,Poor quality and expensive,2,0
IKEA,38,Medium,Female,Kitchen,1,266.37439693572867,132.39279293629204,266.37439693572867,133.98160399943663,50.29822893668117,Bad experience will not buy again,1,1
Matalan,22,Low,Female,Clothing,7,143.17539287926328,73.97548691465376,1002.227750154843,484.39934175226665,48.33226197113655,Good value for money,1,2
IKEA,35,Low,Female,Clothing,5,205.5917293103996,158.2488526475527,1027.9586465519978,236.7143833142344,23.027617317897676,Excellent design and comfort,1,0
IKEA,45,High,Female,Furniture,1,303.3116026282887,149.27621737782738,303.3116026282887,154.03538525046133,50.78453442456442,Poor quality and expensive,1,0
Matalan,59,Low,Female,Kitchen,1,329.9453324875427,170.15200326934905,329.9453324875427,159.79332921819366,48.43024388721327,Excellent design and comfort,1,0
Matalan,39,Medium,Male,Home Decor,1,85.42055979362347,46.788398539179845,85.42055979362347,38.63216125444362,45.2258347964227,Excellent design and comfort,0,0
Matalan,38,Medium,Female,Kitchen,9,488.74552150713623,325.2587249772704,4398.709693564226,1471.3811687687921,33.4502904549845,Not worth the money,2,2
IKEA,23,Medium,Female,Kitchen,3,276.9383912215665,123.87325656537013,830.8151736646996,459.19540396858923,55.27046430111437,Average quality nothing special,1,0
Matalan,18,Medium,Male,Home Decor,5,76.48727571821686,59.78077848252052,382.43637859108435,83.53248617848175,21.842191500248955,Poor quality and expensive,0,0
IKEA,22,Low,Male,Furniture,9,447.8812741396055,334.22176602168867,4030.9314672564497,1022.9355730612515,25.377151196209407,Excellent design and comfort,2,0
IKEA,58,Low,Female,Kitchen,6,46.572831228920116,29.382167191914395,279.4369873735207,103.14398422203433,36.911357079641995,Average quality nothing special,1,0
Matalan,29,Medium,Male,Kitchen,9,454.7903622569812,304.53451526324017,4093.113260312831,1352.3026229436691,33.03848530300172,Amazing product highly recommend,2,0
Matalan,43,Low,Female,Clothing,8,498.3171715816014,202.6477481956943,3986.537372652811,2365.3553870872565,59.33358115023135,Excellent design and comfort,2,0
IKEA,63,Low,Male,Kitchen,8,353.2115815866869,189.1723207032227,2825.6926526934953,1312.3140870677137,46.44220898606205,Amazing product highly recommend,2,0
IKEA,51,Low,Female,Home Decor,1,387.519138326255,278.34108212505856,387.519138326255,109.17805620119645,28.173590773542312,Poor quality and expensive,1,0
Matalan,66,Low,Male,Clothing,9,175.27838986906832,75.54379230306597,1577.505508821615,897.6113780940212,56.90068104830457,Good value for money,2,2
Matalan,31,Low,Male,Furniture,6,471.37265783962755,241.77907208657228,2828.235947037765,1377.5615145183315,48.70744663157119,Bad experience will not buy again,2,1
Matalan,43,Low,Female,Clothing,9,269.55984339310015,170.93294591095014,2426.038590537901,887.64207733935,36.58812686662754,Poor quality and expensive,2,0
IKEA,62,Medium,Female,Home Decor,3,368.8703388328019,185.3813996965021,1106.6110164984057,550.4668174088994,49.74347889204232,Bad experience will not buy again,1,1
IKEA,44,Medium,Female,Home Decor,3,462.81278079652697,358.0278896852235,1388.4383423895808,314.35467333391034,22.64088103421922,Bad experience will not buy again,1,1
IKEA,26,High,Female,Clothing,6,487.83818822799907,220.70943729248253,2927.0291293679943,1602.7725056130992,54.75765476782838,Poor quality and expensive,2,0
IKEA,43,Low,Female,Furniture,9,418.2701347323704,300.7185520997156,3764.431212591334,1057.9642436938934,28.104225683688856,Excellent design and comfort,2,0
IKEA,64,Low,Male,Clothing,7,158.4785784211947,95.59102601017108,1109.3500489483629,440.2128668771653,39.68205232374367,Great quality and affordable,0,0
IKEA,39,Low,Female,Furniture,3,483.60828311052035,338.5897845479176,1450.824849331561,435.05549568780816,29.986768967201755,Excellent design and comfort,1,0
Matalan,64,Medium,Female,Clothing,3,317.7785703093502,166.60689724534492,953.3357109280505,453.51501919201576,47.5713868675421,Excellent design and comfort,3,0
IKEA,47,Medium,Male,Home Decor,2,466.01481341246034,282.3098357746224,932.0296268249207,367.4099552756759,39.42041590751845,Good value for money,0,2
IKEA,60,Low,Male,Kitchen,9,341.2914626490324,253.4888209621802,3071.6231638412914,790.2237751816697,25.72658601107294,Not worth the money,2,2
IKEA,65,High,Female,Kitchen,3,160.54709130538305,94.20120484551352,481.64127391614915,199.0376593796086,41.32487603507582,Not worth the money,1,2
Matalan,34,Low,Male,Furniture,5,191.31201682997983,104.05229964233413,956.5600841498991,436.2985859382285,45.61120552358922,Excellent design and comfort,0,0
