Company,Store_ID,Region,Location_Type,Customer_Age,Customer_Gender,Customer_Income,Family_Size,Product_Category,Units_Sold,Price_Per_Unit,Sales,Total_Cost,Profit,Profit_Margin (%),Date
Walmart,1546,West,Rural,53,Female,22382,5,Electronics,2,359.08454371192215,718.1690874238443,526.1561936857033,192.01289373814097,26.736446486009786,2023-01-13
Walmart,1252,South,Urban,29,Male,69683,5,Groceries,4,137.7308986579008,550.9235946316032,393.0245310223992,157.89906360920406,28.660791650208683,2023-01-14
Target,1389,North,Rural,34,Male,107999,1,Toys,3,161.25589817621267,483.767694528638,357.290229966262,126.47746456237599,26.144256012301536,2023-01-15
Walmart,1593,South,Urban,56,Male,65276,2,Groceries,7,66.99935939262294,468.99551574836056,303.1640039830862,165.83151176527434,35.358869370139395,2023-01-16
Target,1882,North,Rural,26,Male,53402,4,Clothing,18,329.47743606382573,5930.593849148863,4879.946496699139,1050.6473524497242,17.71571918721949,2023-01-17
Target,1255,North,Suburban,52,Female,111881,1,Electronics,10,24.69957803114801,246.9957803114801,175.19768834461325,71.79809196686685,29.068550027989993,2023-01-18
Target,1708,South,Rural,30,Male,46946,2,Clothing,7,300.85275608411223,2105.9692925887857,1151.3316455764827,954.637647012303,45.33008388924818,2023-01-19
Walmart,1814,North,Rural,32,Male,99698,2,Toys,8,435.49946300155875,3483.99570401247,1921.8627881831505,1562.1329158293195,44.837395006837475,2023-01-20
Target,1920,West,Urban,35,Male,93933,3,Groceries,6,445.9619134033686,2675.7714804202114,1912.4906974958828,763.2807829243286,28.525634139895256,2023-01-21
Walmart,1449,East,Suburban,68,Male,42335,3,Clothing,1,227.27369138313102,227.27369138313102,198.77995397175098,28.49373741138004,12.537191277166423,2023-01-22
Target,1009,South,Rural,50,Female,65095,1,Clothing,4,232.35532566547153,929.4213026618861,579.3462635736827,350.0750390882034,37.66591513295205,2023-01-23
Target,1823,North,Suburban,23,Female,99930,3,Toys,14,43.099745588968595,603.3964382455604,511.5694368017937,91.82700144376668,15.218353245631263,2023-01-24
Target,1797,South,Rural,44,Female,47197,2,Electronics,17,337.0286875943027,5729.487689103146,4615.894347192267,1113.5933419108796,19.436176536844847,2023-01-25
Target,1241,West,Rural,40,Male,42010,3,Clothing,18,411.5234130845585,7407.421435522053,4437.971198392109,2969.450237129944,40.08750228372373,2023-01-26
Target,1250,South,Suburban,44,Female,44123,5,Toys,11,126.10425202933295,1387.1467723226624,713.7373668535977,673.4094054690647,48.546370067350296,2023-01-27
Target,1876,South,Rural,51,Male,107923,3,Electronics,14,213.5439364085155,2989.615109719217,1616.6012039609072,1373.0139057583096,45.92610939430469,2023-01-28
Target,1004,North,Suburban,63,Female,22890,2,Electronics,9,420.2254716988088,3782.029245289279,2993.088767775381,788.9404775138983,20.86024264610238,2023-01-29
Target,1118,West,Rural,55,Female,113305,1,Groceries,15,439.1746314928326,6587.619472392489,3819.949037941873,2767.670434450616,42.013210478374134,2023-01-30
Walmart,1800,East,Urban,31,Female,28026,4,Toys,12,125.37409023079184,1504.4890827695021,975.6737600448105,528.8153227246917,35.14916317978425,2023-01-31
Walmart,1373,East,Suburban,53,Female,84925,3,Electronics,10,277.5324640979753,2775.324640979753,1944.6135436005259,830.7110973792271,29.932033359742995,2023-02-01
Target,1064,North,Rural,25,Female,88842,2,Groceries,19,100.2841095647344,1905.3980817299534,1505.6213034734099,399.7767782565436,20.98127326199349,2023-02-02
Target,1145,South,Rural,52,Male,53665,4,Furniture,19,55.42998824908049,1053.1697767325293,574.2855692138503,478.884207518679,45.47075106963499,2023-02-03
Target,1223,North,Urban,36,Female,29277,4,Toys,6,456.004648189019,2736.027889134114,1812.7458717855816,923.2820173485325,33.745343788901536,2023-02-04
Walmart,1238,North,Suburban,47,Male,62239,5,Furniture,6,411.15121459489404,2466.907287569364,1712.1056016113168,754.8016859580473,30.59708363429219,2023-02-05
Target,1176,North,Rural,31,Male,67664,4,Electronics,8,381.2172763925711,3049.7382111405686,2184.6214906154723,865.1167205250963,28.3669174411384,2023-02-06
Walmart,1778,South,Urban,37,Male,68008,2,Toys,1,29.139327812504508,29.139327812504508,24.108255505638923,5.031072306865585,17.265574344191325,2023-02-07
Walmart,1852,West,Rural,66,Male,34683,2,Groceries,17,422.64575239157745,7184.977790656817,4085.8905027386336,3099.0872879181834,43.13287219827132,2023-02-08
Walmart,1281,North,Suburban,42,Male,20670,3,Electronics,17,221.83181757316495,3771.1408987438044,3104.1489402818866,666.9919584619179,17.686741926935106,2023-02-09
Walmart,1062,South,Rural,57,Female,109211,3,Toys,15,174.4855860314505,2617.2837904717576,2034.025686267081,583.2581042046766,22.284862892133912,2023-02-10
Walmart,1216,West,Rural,41,Female,37889,3,Toys,7,275.5057987075613,1928.5405909529293,1393.0780668799634,535.4625240729658,27.765167432041626,2023-02-11
Target,1853,North,Rural,31,Female,75612,4,Furniture,19,50.219855148160136,954.1772478150426,744.0780551677788,210.09919264726386,22.018885183897137,2023-02-12
Target,1826,East,Rural,43,Female,64535,4,Electronics,3,379.54004192943745,1138.6201257883124,756.9627387950165,381.65738699329586,33.519290441933755,2023-02-13
Target,1794,West,Urban,55,Male,98542,5,Groceries,11,293.30536305970645,3226.358993656771,1791.7876153038435,1434.5713783529275,44.464096561275014,2023-02-14
Target,1688,North,Urban,40,Female,74319,3,Groceries,19,97.36209795221792,1849.8798610921406,1417.5742146188998,432.3056464732408,23.3693903893853,2023-02-15
Target,1460,West,Suburban,39,Female,112067,1,Electronics,9,98.17493888567756,883.574449971098,627.2220429034754,256.3524070676226,29.013107732575104,2023-02-16
Walmart,1928,West,Urban,65,Male,41639,5,Electronics,10,96.20308252847374,962.0308252847374,727.054719455341,234.97610582939637,24.425007978288978,2023-02-17
Target,1609,West,Urban,36,Male,84712,1,Clothing,2,33.216181838207326,66.43236367641465,42.19780501559512,24.23455866081953,36.4800487588604,2023-02-18
Target,1104,West,Suburban,63,Female,36633,4,Furniture,1,295.96023243898395,295.96023243898395,255.33869342774943,40.62153901123452,13.725336906406566,2023-02-19
Walmart,1098,West,Urban,68,Female,54660,5,Electronics,16,420.9723479063115,6735.557566500984,4950.284208298059,1785.273358202925,26.505205256976915,2023-02-20
Target,1510,West,Urban,20,Male,88975,5,Electronics,18,13.661615923757356,245.9090866276324,131.355042076896,114.55404455073639,46.58390062836504,2023-02-21
Walmart,1384,North,Suburban,59,Female,52172,2,Clothing,17,29.257299260780407,497.37408743326694,338.1753834768162,159.19870395645074,32.00784037182286,2023-02-22
Target,1404,East,Suburban,36,Female,79197,4,Clothing,6,288.5212869600382,1731.1277217602292,1389.3034344352757,341.8242873249535,19.74575781025463,2023-02-23
Walmart,1822,South,Suburban,26,Female,78847,4,Toys,14,410.6503642660959,5749.105099725342,4700.777773351933,1048.327326373409,18.234617530709116,2023-02-24
Target,1517,West,Rural,45,Female,31577,5,Groceries,15,166.73575083147364,2501.0362624721047,1745.3201969456481,755.7160655264565,30.216117889449652,2023-02-25
Target,1475,South,Rural,37,Male,97299,4,Furniture,14,178.05912740982248,2492.827783737515,2138.594533468724,354.2332502687909,14.210097166747973,2023-02-26
Walmart,1976,North,Suburban,62,Male,40176,5,Toys,3,300.1915162609041,900.5745487827123,546.7094272112074,353.8651215715049,39.293262512228104,2023-02-27
Walmart,1708,West,Suburban,24,Male,64386,2,Electronics,19,140.73538011645275,2673.972222212602,1776.157915463024,897.814306749578,33.57605211046933,2023-02-28
Walmart,1862,East,Suburban,31,Female,83972,5,Clothing,12,18.171141208453644,218.05369450144372,187.40379773758082,30.6498967638629,14.056123577241186,2023-03-01
Walmart,1644,South,Rural,26,Female,109791,4,Groceries,2,368.9381164602901,737.8762329205802,633.468728332217,104.40750458836317,14.149731341136837,2023-03-02
Walmart,1869,West,Rural,36,Female,61003,4,Toys,3,314.6967069060193,944.090120718058,730.9949206380716,213.0952000799864,22.571489247012778,2023-03-03
Walmart,1770,North,Urban,64,Female,39996,5,Groceries,18,292.4742195325513,5264.535951585923,4441.121564608112,823.4143869778109,15.640778115111175,2023-03-04
Walmart,1436,East,Urban,69,Female,106598,5,Clothing,1,372.13364385095247,372.13364385095247,199.28102964906674,172.85261420188573,46.449069321750684,2023-03-05
Walmart,1022,South,Suburban,31,Male,55931,5,Toys,6,339.2392645932086,2035.4355875592514,1721.9744168329362,313.46117072631523,15.40020095168894,2023-03-06
Target,1996,South,Rural,55,Female,55710,3,Toys,5,106.91158414826897,534.5579207413449,335.83492460818184,198.72299613316306,37.175203737990934,2023-03-07
Target,1564,West,Rural,53,Female,54693,4,Groceries,1,179.4781182369588,179.4781182369588,102.54170082766625,76.93641740929256,42.86673950287134,2023-03-08
Walmart,1676,East,Rural,57,Male,55740,4,Clothing,19,67.42452013091938,1281.0658824874681,763.1923534974958,517.8735289899723,40.42520654631815,2023-03-09
Target,1713,East,Suburban,34,Female,97241,3,Electronics,1,69.27922164185111,69.27922164185111,46.22222398332872,23.05699765852239,33.28125967944452,2023-03-10
Target,1457,East,Urban,47,Male,113583,5,Toys,16,339.7168944464869,5435.47031114379,3263.8738289416056,2171.5964822021847,39.952319815821305,2023-03-11
Target,1082,East,Suburban,26,Male,96502,2,Electronics,12,430.0070529563366,5160.08463547604,3241.704667832172,1918.3799676438675,37.177296559340036,2023-03-12
Target,1144,North,Urban,50,Male,37374,5,Clothing,8,481.55262901126383,3852.4210320901107,2134.208099493886,1718.2129325962246,44.60086055713431,2023-03-13
Walmart,1084,East,Urban,69,Male,96674,5,Toys,16,316.031823186975,5056.5091709916,3127.302798009282,1929.2063729823176,38.152929377640056,2023-03-14
Target,1077,South,Suburban,42,Male,101471,3,Toys,1,96.1301550636737,96.1301550636737,70.07057026477815,26.059584798895543,27.108647418319947,2023-03-15
Walmart,1456,South,Urban,31,Female,65913,4,Electronics,4,57.296920997220695,229.18768398888278,155.10081320215772,74.08687078672506,32.325851676357445,2023-03-16
Target,1877,North,Urban,28,Male,86025,5,Furniture,10,407.3612309106951,4073.612309106951,2601.765279981045,1471.8470291259064,36.13124955056354,2023-03-17
Target,1000,South,Rural,52,Male,64516,4,Electronics,11,291.48445579819963,3206.329013780196,2560.5129541511214,645.8160596290745,20.141914845715434,2023-03-18
Target,1050,South,Urban,58,Female,107796,1,Electronics,17,311.05108540179134,5287.868451830453,4533.839501565889,754.0289502645637,14.25960114426728,2023-03-19
Walmart,1684,East,Suburban,31,Female,46069,4,Furniture,7,391.8237339335811,2742.7661375350676,2201.661410298803,541.1047272362648,19.728431083904123,2023-03-20
Target,1716,South,Suburban,47,Male,76233,2,Clothing,12,353.12222772756354,4237.4667327307625,2681.4701385521494,1555.9965941786131,36.719971915292845,2023-03-21
Walmart,1771,North,Urban,58,Female,104811,2,Clothing,7,418.05683516376786,2926.397846146375,2334.6125056893297,591.7853404570451,20.222313286497844,2023-03-22
Target,1445,East,Rural,21,Female,79049,5,Toys,12,32.825883202639844,393.9105984316781,220.90194106708276,173.00865736459536,43.92079270103794,2023-03-23
Walmart,1448,West,Rural,21,Male,59178,4,Groceries,15,375.0227151895199,5625.3407278427985,3105.9035983135873,2519.4371295292112,44.78728047634837,2023-03-24
Target,1880,East,Urban,45,Male,52821,5,Groceries,2,426.1721148744372,852.3442297488745,544.0093991396254,308.334830609249,36.174918518553646,2023-03-25
Walmart,1487,North,Urban,25,Female,71727,3,Toys,14,146.6368460168656,2052.9158442361186,1689.7159184530967,363.19992578302185,17.691905238237716,2023-03-26
Walmart,1799,East,Suburban,19,Male,80935,2,Groceries,13,322.0214006266602,4186.278208146582,2505.652023691513,1680.626184455069,40.146070110307924,2023-03-27
Target,1033,East,Urban,58,Male,36999,5,Electronics,4,160.5102215993012,642.0408863972048,337.26495308538364,304.7759333118211,47.469863644052815,2023-03-28
Walmart,1347,North,Rural,63,Female,82522,3,Electronics,14,479.19567790881473,6708.739490723407,3707.8117294191834,3000.927761304223,44.73161859174579,2023-03-29
Target,1094,East,Urban,39,Male,58712,5,Furniture,14,21.54466835557436,301.62535697804105,254.420381563353,47.20497541468805,15.650201258816802,2023-03-30
Target,1071,North,Suburban,58,Male,84551,4,Furniture,16,291.99745769731277,4671.959323157004,3520.3835519929667,1151.5757711640376,24.64866861010849,2023-03-31
Target,1550,North,Suburban,33,Male,60172,4,Toys,7,87.41925578950998,611.9347905265698,367.9444356104411,243.99035491612875,39.87195346520094,2023-04-01
Target,1153,West,Suburban,46,Male,53722,4,Toys,19,357.54900156269355,6793.431029691177,4905.661071022565,1887.7699586686122,27.788166986872735,2023-04-02
Target,1249,South,Suburban,66,Male,30625,4,Toys,2,92.06569029223773,184.13138058447547,130.92327599040416,53.2081045940713,28.89681510298598,2023-04-03
Target,1673,South,Suburban,65,Female,87165,1,Electronics,10,121.514714639687,1215.14714639687,926.154036737639,288.9931096592311,23.782560862373554,2023-04-04
Target,1437,East,Urban,47,Female,96509,3,Groceries,18,249.71355146765026,4494.843926417705,2666.6786282921325,1828.1652981255725,40.672497823135345,2023-04-05
Target,1117,East,Urban,29,Male,26859,3,Toys,17,457.8433002484547,7783.336104223729,6582.843643643465,1200.4924605802644,15.423880512224075,2023-04-06
Target,1770,West,Urban,52,Female,61609,4,Toys,5,109.79861421324557,548.9930710662279,342.4330143281736,206.5600567380543,37.62525751679949,2023-04-07
Target,1890,West,Urban,28,Male,63307,1,Electronics,12,76.39881045346124,916.7857254415349,712.9408594977822,203.84486594375267,22.23473384095052,2023-04-08
Target,1305,West,Suburban,63,Male,41839,4,Electronics,6,380.6935317677452,2284.161190606471,1156.8131118855022,1127.3480787209687,49.355014145111404,2023-04-09
Walmart,1267,North,Rural,67,Male,47216,1,Electronics,9,252.80666850529582,2275.2600165476624,1476.786755285656,798.4732612620064,35.093714804234104,2023-04-10
Walmart,1960,West,Urban,38,Male,72953,4,Groceries,1,456.33363062897683,456.33363062897683,292.3656225772882,163.96800805168863,35.93160728164767,2023-04-11
Target,1053,West,Rural,38,Male,104481,2,Toys,15,77.57420579412194,1163.613086911829,834.7687809087117,328.84430600311725,28.26062285667941,2023-04-12
Target,1235,East,Urban,22,Female,80593,2,Clothing,6,324.73430704640447,1948.405842278427,1030.8908240960864,917.5150181823406,47.09054952891215,2023-04-13
Target,1388,West,Urban,65,Female,92075,5,Clothing,19,120.27517734514845,2285.2283695578208,1864.8664371455486,420.36193241227215,18.39474505095567,2023-04-14
Target,1989,North,Rural,37,Male,69522,4,Toys,18,82.59641218256145,1486.7354192861062,872.8806822944014,613.8547369917048,41.28876792929725,2023-04-15
Target,1733,North,Suburban,54,Female,119161,3,Toys,6,343.2975605028489,2059.7853630170935,1587.7137140297632,472.07164898733026,22.91848740471959,2023-04-16
Target,1762,East,Urban,20,Male,24886,5,Toys,13,298.87388685482296,3885.3605291126983,3190.987736619311,694.3727924933874,17.871515070236267,2023-04-17
Target,1824,West,Urban,61,Female,27485,2,Toys,1,378.63959188935394,378.63959188935394,274.4193405060046,104.22025138334936,27.524921750339466,2023-04-18
Target,1400,West,Urban,50,Male,51455,4,Groceries,13,158.18397534086026,2056.3916794311835,1637.6142644089455,418.7774150222381,20.364671731120584,2023-04-19
Walmart,1623,North,Rural,26,Female,36767,5,Clothing,7,226.74596990918403,1587.2217893642883,1213.818538307387,373.40325105690135,23.525587511399795,2023-04-20
Target,1766,West,Suburban,26,Male,48453,4,Furniture,15,205.70847978355715,3085.627196753357,1981.6265629160544,1104.0006338373028,35.77880811391969,2023-04-21
Walmart,1302,West,Rural,21,Male,96280,2,Clothing,12,492.12428466342453,5905.491415961094,4863.428571576368,1042.0628443847263,17.645658438657385,2023-04-22
Target,1918,West,Rural,52,Female,73442,5,Clothing,1,149.663233585997,149.663233585997,92.47400077671493,57.189232809282075,38.21194520457888,2023-04-23
Target,1206,South,Suburban,34,Female,71877,2,Electronics,15,150.9345329816496,2264.017994724744,1649.303527205836,614.7144675189079,27.15148328993931,2023-04-24
Walmart,1228,East,Rural,51,Male,32226,1,Toys,4,180.50136337016065,722.0054534806426,576.2752198092545,145.73023367138808,20.184090434338415,2023-04-25
Target,1852,South,Suburban,41,Female,113405,2,Toys,13,284.47407023870915,3698.1629131032187,2409.6577330995706,1288.505180003648,34.8417636074997,2023-04-26
Walmart,1909,East,Urban,49,Male,42588,4,Toys,5,129.8997584105539,649.4987920527694,403.40827419447453,246.0905178582949,37.88929569530299,2023-04-27
Target,1577,North,Suburban,18,Female,98976,3,Electronics,2,458.0685204877406,916.1370409754812,626.3980783051899,289.73896267029136,31.62615959308709,2023-04-28
Target,1074,West,Urban,25,Female,51709,2,Groceries,1,136.51435460880043,136.51435460880043,112.92268071425377,23.59167389454666,17.281460226033854,2023-04-29
Walmart,1434,East,Rural,62,Male,67788,3,Groceries,16,448.42878712229634,7174.8605939567415,6256.253902521013,918.6066914357289,12.803129474173408,2023-04-30
Target,1102,South,Rural,40,Female,108031,1,Furniture,6,56.2201565050594,337.3209390303564,242.20768898548602,95.11325004487037,28.196663485604397,2023-05-01
Walmart,1421,West,Urban,64,Female,57019,5,Groceries,16,329.9985376878279,5279.976603005246,4036.9987366176415,1242.9778663876045,23.541351787053923,2023-05-02
Target,1703,North,Rural,57,Male,64948,5,Groceries,14,453.9578316269306,6355.409642777028,5473.974376925847,881.4352658511816,13.869055110443423,2023-05-03
Walmart,1763,East,Suburban,29,Female,85133,3,Toys,3,88.53097200712362,265.59291602137085,143.26579626328066,122.32711975809019,46.05812594348231,2023-05-04
Walmart,1737,East,Urban,29,Male,86458,5,Clothing,15,484.32184524913123,7264.827678736969,4306.818189818096,2958.009488918873,40.7168568853534,2023-05-05
Target,1805,East,Rural,63,Male,47526,2,Groceries,3,229.17726340567827,687.5317902170348,538.7224112617245,148.8093789553103,21.6439997499367,2023-05-06
Target,1305,West,Urban,64,Male,93493,3,Groceries,2,473.12897867830713,946.2579573566143,784.9188794434896,161.3390779131247,17.05022152350801,2023-05-07
Walmart,1097,South,Suburban,32,Male,72198,4,Electronics,1,340.0259215968733,340.0259215968733,286.5777948757877,53.4481267210856,15.71883886677688,2023-05-08
Target,1849,South,Suburban,58,Male,119534,2,Furniture,9,154.28550058740802,1388.5695052866722,924.8468195258963,463.7226857607759,33.395712925802705,2023-05-09
Target,1797,East,Rural,36,Female,63395,2,Electronics,9,98.20974983396768,883.887748505709,473.5304522882458,410.3572962174633,46.426403908325334,2023-05-10
Target,1334,North,Suburban,43,Male,44031,2,Toys,7,155.3488478814242,1087.4419351699694,734.1457423274915,353.2961928424779,32.488740908015195,2023-05-11
Walmart,1858,North,Urban,69,Male,95542,4,Clothing,3,51.04361758502412,153.13085275507237,90.6984602009355,62.43239255413687,40.77061639171786,2023-05-12
Walmart,1434,South,Suburban,46,Female,57701,1,Furniture,18,76.21464333994824,1371.8635801190683,845.7245145673942,526.1390655516741,38.35214180013503,2023-05-13
Walmart,1446,North,Urban,39,Female,45939,5,Electronics,11,56.80691797150816,624.8760976865898,505.4666637579258,119.40943392866399,19.109297726499772,2023-05-14
Walmart,1993,South,Urban,57,Female,69145,3,Groceries,7,214.35705415207107,1500.4993790644976,795.5810278060064,704.9183512584912,46.97891655896453,2023-05-15
Walmart,1307,East,Suburban,38,Male,40324,1,Groceries,9,398.81129624750525,3589.3016662275472,2982.826290250616,606.4753759769314,16.896751300771925,2023-05-16
Walmart,1248,South,Rural,68,Male,42867,3,Furniture,1,74.9848593370884,74.9848593370884,50.3199121658828,24.664947171205597,32.89323656703324,2023-05-17
Walmart,1165,South,Suburban,55,Male,20203,5,Groceries,14,69.50861442030626,973.1206018842877,718.5771374997942,254.54346438449352,26.15744275597619,2023-05-18
Walmart,1480,East,Urban,37,Female,36544,4,Electronics,6,323.4973300110787,1940.9839800664722,1040.0974078755032,900.886572190969,46.413910750572846,2023-05-19
Walmart,1983,North,Urban,46,Male,35899,2,Electronics,7,102.60557607419281,718.2390325193496,456.0412994800557,262.1977330392939,36.505636865708794,2023-05-20
Target,1334,South,Suburban,68,Female,49063,2,Groceries,10,53.31696886395084,533.1696886395084,285.71516874448344,247.454519895025,46.41196323940618,2023-05-21
Walmart,1541,South,Rural,21,Male,110880,4,Groceries,7,87.59004621176094,613.1303234823265,542.3858072821614,70.7445162001651,11.538251084755606,2023-05-22
Target,1758,East,Rural,24,Female,23748,1,Toys,2,462.24704095900415,924.4940819180083,760.7704879035998,163.7235940144085,17.709534026949978,2023-05-23
Target,1105,North,Urban,45,Male,86629,1,Clothing,4,411.62827012421445,1646.5130804968578,1125.9730771575132,520.5400033393446,31.614689825741593,2023-05-24
Target,1562,South,Urban,45,Male,100764,3,Furniture,17,180.26195836577156,3064.4532922181165,1806.3144722525922,1258.1388199655244,41.05589806705316,2023-05-25
Walmart,1080,East,Rural,21,Male,40884,4,Electronics,1,329.6312798270594,329.6312798270594,287.8940403153742,41.73723951168523,12.661795790005916,2023-05-26
Walmart,1132,South,Suburban,39,Female,45183,1,Furniture,10,270.95145846567885,2709.5145846567884,1728.2330931065178,981.2814915502706,36.21613617092113,2023-05-27
Walmart,1796,West,Urban,29,Female,101570,4,Toys,19,340.17651042386916,6463.353698053514,3647.8765777770122,2815.4771202765014,43.560622732505,2023-05-28
Walmart,1899,East,Urban,62,Male,91246,5,Electronics,15,342.92222046906585,5143.833307035988,3730.646148984397,1413.1871580515908,27.473424461841795,2023-05-29
Target,1137,North,Rural,20,Male,39259,2,Toys,10,316.2233374546965,3162.233374546965,2774.8902958287144,387.3430787182506,12.249035186207374,2023-05-30
Walmart,1183,North,Suburban,39,Male,55959,2,Toys,19,136.72017742596776,2597.6833710933874,1302.8216383223519,1294.8617327710356,49.84678837998709,2023-05-31
Walmart,1400,North,Rural,61,Female,53457,2,Groceries,12,24.308178277594973,291.69813933113966,173.63329914785413,118.06484018328553,40.475006269840044,2023-06-01
Walmart,1329,North,Suburban,19,Male,105679,4,Furniture,16,230.50555708510385,3688.0889133616615,3228.4757920280454,459.61312133361616,12.462094383583684,2023-06-02
Walmart,1784,South,Suburban,41,Male,22103,4,Furniture,9,446.0320729218984,4014.2886562970857,2281.8597105510726,1732.4289457460131,43.15656132571352,2023-06-03
Walmart,1507,South,Suburban,51,Male,85901,3,Groceries,15,286.9011429666951,4303.517144500426,2346.696626503961,1956.8205179964652,45.470261934407205,2023-06-04
Target,1851,North,Urban,44,Male,64535,2,Furniture,17,417.03356564244444,7089.570615921555,5161.738320244144,1927.832295677411,27.19251136800782,2023-06-05
Walmart,1983,North,Rural,58,Female,36103,3,Groceries,14,495.85404976580793,6941.956696721311,5864.1313486204335,1077.8253481008778,15.526247068206795,2023-06-06
Target,1068,North,Rural,18,Female,118046,2,Electronics,18,85.99002104844675,1547.8203788720416,1069.3023089506542,478.51806992138745,30.915607292242957,2023-06-07
Walmart,1545,South,Suburban,25,Male,110012,3,Toys,2,347.4299313752812,694.8598627505625,623.8630445338508,70.99681821671163,10.217429732619014,2023-06-08
Target,1773,North,Urban,40,Male,98278,3,Toys,4,338.7753189815122,1355.1012759260489,1045.6892126097434,309.4120633163054,22.833132018480278,2023-06-09
Walmart,1052,North,Urban,55,Female,32391,5,Furniture,18,490.0779464423478,8821.403035962261,4672.079362523077,4149.323673439184,47.037003711582095,2023-06-10
Walmart,1449,West,Rural,23,Female,48901,3,Clothing,7,492.87236330663615,3450.106543146453,3095.2039250780363,354.9026180684168,10.286714732720984,2023-06-11
Target,1204,West,Urban,39,Male,117537,4,Toys,13,344.9059128034441,4483.776866444773,2973.4511303548525,1510.3257360899206,33.68423052879238,2023-06-12
Target,1125,North,Urban,42,Female,101159,3,Groceries,15,125.58932203118616,1883.8398304677924,1158.4880514880913,725.3517789797011,38.5038986461807,2023-06-13
Target,1746,East,Suburban,35,Female,87914,2,Clothing,1,400.2851398746465,400.2851398746465,289.4668687499743,110.81827112467221,27.684832656884566,2023-06-14
Walmart,1042,North,Urban,34,Male,70357,3,Clothing,11,57.97942143446386,637.7736357791025,396.5185615818615,241.25507419724102,37.827696327165434,2023-06-15
Target,1751,West,Suburban,29,Female,106908,1,Toys,10,391.4461555649562,3914.461555649562,2092.6046129524348,1821.8569426971271,46.54169971519391,2023-06-16
Walmart,1970,East,Rural,23,Female,58437,2,Toys,5,455.5470814516247,2277.7354072581234,1140.169058671123,1137.5663485870004,49.94286627683292,2023-06-17
Walmart,1882,East,Urban,43,Male,55503,1,Toys,16,194.50253041037544,3112.040486566007,2115.6688818325833,996.3716047334237,32.01666588318952,2023-06-18
Target,1110,North,Rural,44,Male,116282,2,Groceries,11,317.1644710166248,3488.809181182873,2912.267306935538,576.5418742473353,16.52546311093632,2023-06-19
Target,1760,West,Rural,25,Female,113459,4,Clothing,6,217.920652387929,1307.523914327574,953.088273861447,354.435640466127,27.107392574796936,2023-06-20
Walmart,1662,West,Urban,36,Male,95403,4,Furniture,9,221.6937022191236,1995.2433199721124,1795.0863353797672,200.15698459234522,10.031708042262375,2023-06-21
Walmart,1182,East,Urban,59,Female,61258,4,Groceries,13,158.63359010851943,2062.2366714107525,1267.7366043953048,794.5000670154477,38.526134174111995,2023-06-22
Target,1847,North,Rural,18,Male,53724,1,Electronics,8,382.2541621229107,3058.0332969832857,1872.073019029184,1185.9602779541017,38.781797409597786,2023-06-23
Target,1094,South,Urban,46,Female,84286,5,Toys,14,468.4073992624201,6557.703589673882,3697.887638366781,2859.8159513071005,43.61002159064223,2023-06-24
Target,1970,South,Suburban,62,Male,94842,2,Clothing,1,470.6716753210583,470.6716753210583,266.223871239741,204.44780408131726,43.43745646938659,2023-06-25
Walmart,1373,West,Suburban,66,Female,34908,4,Groceries,17,91.51673601309224,1555.784512222568,955.3678117776467,600.4167004449214,38.59253615959809,2023-06-26
